batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B002156,257,865,128,814,789,553,447,201,164,528,137,805,929,553,281,20,525,390,642,872,723,156,210,884,133,321,127,612,747,752
B018060,527,583,797,933,733,579,597,244,760,605,206,291,392,389,983,438,672,773,833,927,875,627,224,890,82,334,941,846,599,890
B020995,147,464,321,447,504,757,136,613,307,445,510,204,99,515,859,110,418,349,906,80,112,916,194,288,565,726,80,62,322,87
B012893,534,385,180,218,69,664,514,741,435,749,268,25,703,477,45,989,344,100,608,874,581,546,881,927,629,265,709,807,384,307
B050069,203,741,77,300,402,650,70,307,258,810,736,356,763,519,624,68,506,460,46,181,316,892,408,220,376,948,772,130,246,549
B036841,721,478,374,46,104,847,870,105,697,118,345,722,972,596,689,127,751,895,836,665,106,475,988,280,971,712,195,369,660,186
B034902,281,487,529,922,489,733,200,334,166,153,619,223,405,53,527,320,969,355,510,361,724,855,875,438,148,539,248,925,501,273
B041544,78,309,968,275,630,701,845,551,826,72,154,822,162,56,821,931,232,478,421,519,986,834,701,950,532,303,944,162,430,887
B010299,41,897,482,520,715,359,876,870,617,595,104,9,557,119,920,368,215,432,639,794,871,977,3,993,55,726,571,300,59,325
B001173,434,262,833,471,522,21,984,804,614,891,537,513,640,686,223,768,197,662,136,811,864,394,275,610,268,218,449,542,862,612
B002676,489,500,106,735,639,97,579,772,6,971,554,680,51,803,137,865,773,718,755,314,148,373,770,650,78,449,798,164,914,643
B046491,734,218,703,66,204,16,431,807,338,818,499,650,714,537,479,528,732,77,496,248,821,422,906,388,435,601,836,781,34,205
B026913,119,561,62,648,824,967,948,893,71,603,347,781,322,64,736,51,249,370,112,464,799,903,517,104,122,499,488,186,751,185
B006116,295,513,150,650,370,101,234,623,842,167,979,121,759,852,928,757,992,203,989,875,370,718,20,79,689,314,837,965,942,913
B019992,427,825,250,257,357,439,391,468,430,728,66,112,598,832,273,503,937,600,465,12,822,361,241,80,303,736,558,119,466,693
B039634,297,611,66,210,712,674,433,159,123,445,352,985,539,31,269,125,263,188,357,800,36,763,755,117,939,327,755,979,203,835
B019635,717,706,238,108,299,591,659,690,406,632,724,719,378,512,158,103,602,895,78,337,970,415,954,942,131,436,117,89,214,501
B011849,958,237,723,320,258,189,490,645,113,886,105,570,106,237,29,117,54,937,807,821,294,801,556,821,145,80,364,241,825,915
B021148,631,811,476,286,959,503,357,430,210,394,48,600,578,249,825,518,601,553,555,572,745,925,760,122,742,19,870,87,820,263
B000799,372,710,918,385,71,669,163,720,245,308,338,213,74,241,321,529,577,92,79,187,510,180,786,950,27,712,350,288,186,398
B049082,435,150,740,165,150,428,10,438,163,132,394,357,287,94,492,783,661,999,515,157,241,981,738,425,268,622,538,313,475,549
B038331,797,132,971,355,394,774,71,709,275,830,486,934,227,815,85,940,980,559,103,917,950,170,263,632,413,446,795,988,614,765
B048603,94,527,157,469,810,61,468,538,406,247,967,138,959,221,788,573,225,132,778,70,713,172,999,338,999,450,773,623,352,767
B012546,767,591,968,841,467,555,385,865,707,905,213,693,593,305,279,388,606,632,836,250,180,218,713,206,544,593,922,982,350,329
B016337,419,402,782,904,268,99,204,337,781,9,514,69,398,676,36,847,279,705,474,773,139,314,840,526,90,896,951,862,101,543
B012441,947,221,639,524,411,145,383,276,857,593,569,259,855,541,458,462,534,856,863,958,673,395,218,961,701,551,815,998,934,425
B020841,705,746,186,87,71,378,503,597,923,441,546,358,194,717,858,188,971,167,108,152,523,328,508,972,496,957,527,429,627,66
B036151,94,788,223,210,734,867,880,294,10,65,972,754,514,682,105,422,959,51,50,152,298,124,636,329,905,689,221,497,464,91
B028916,548,825,553,336,119,411,544,473,625,884,853,878,169,625,927,327,902,381,159,909,354,256,473,343,170,34,656,636,777,434
B007722,890,290,414,473,534,384,182,120,891,440,258,800,879,822,301,110,679,954,281,877,341,135,798,643,144,419,699,270,526,1
B035944,880,508,393,92,47,224,883,872,618,110,719,754,393,152,173,2,324,107,147,682,222,300,107,733,9,446,486,491,154,180
B008754,529,923,968,422,39,9,869,967,813,24,453,300,874,409,502,34,199,532,17,515,220,10,667,289,144,101,48,517,481,823
B012430,490,475,859,836,44,60,71,912,480,144,383,370,199,481,928,886,472,477,871,220,698,197,439,797,109,561,792,570,343,172
B000001,944,171,652,155,389,698,431,525,722,250,371,262,422,540,527,517,268,471,473,976,987,131,488,381,826,747,217,452,316,828
B040574,455,991,663,609,82,880,848,392,950,96,938,65,508,461,916,825,317,224,374,26,314,119,264,885,613,245,97,380,2,901
B008419,913,112,456,695,802,71,548,261,428,760,972,758,362,310,778,70,616,274,739,389,5,942,556,556,3,566,542,294,383,384
B025438,480,490,195,296,221,333,446,211,170,410,650,831,28,53,330,160,209,860,399,906,242,241,933,698,476,616,265,987,164,397
B016845,504,759,733,18,321,633,308,897,870,564,145,49,274,39,356,293,832,174,992,73,415,594,832,182,510,325,753,590,182,651
B011777,308,148,210,550,364,863,919,949,813,245,581,663,29,255,867,539,841,4,990,630,792,339,652,39,941,747,934,541,153,832
B021290,739,173,103,202,202,532,583,245,788,385,40,749,3,394,936,926,495,450,694,946,833,456,409,688,823,957,827,472,392,21
B013525,858,664,184,43,427,969,270,826,794,35,773,772,380,124,605,914,1,257,328,107,269,254,892,27,720,948,782,464,947,76
B013763,808,176,272,74,589,775,227,158,530,389,700,618,5,633,249,716,702,452,235,23,242,73,167,10,319,460,739,127,39,551
B000498,147,130,459,576,457,291,389,670,406,319,135,498,95,338,976,89,672,856,307,631,79,808,43,490,878,301,948,854,722,810
B046442,462,681,906,135,868,917,377,890,258,342,157,385,184,403,170,355,442,318,635,497,118,646,251,423,489,625,958,477,481,531
B041437,742,568,97,472,882,651,809,72,471,840,918,228,764,225,183,321,595,926,334,406,213,18,828,666,36,507,382,303,89,512
B031761,29,129,499,701,409,997,838,812,204,722,278,825,675,970,565,187,341,634,878,819,13,729,105,399,921,182,26,629,286,12
B046584,110,290,845,218,577,520,801,926,628,964,417,560,573,167,719,896,982,794,409,542,864,360,669,520,384,60,105,462,175,202
B020480,375,760,301,963,575,739,507,587,323,624,671,734,799,721,862,37,197,423,160,45,213,493,109,118,719,537,1,339,601,192
B000998,87,611,723,676,435,644,571,782,979,581,771,916,572,916,626,400,915,570,749,396,552,749,871,8,226,638,950,792,820,770
B003340,684,790,346,826,122,403,843,614,53,131,773,969,235,898,748,717,145,179,715,278,335,111,506,415,709,290,607,88,876,569
B031308,202,422,126,178,257,175,529,850,314,947,49,116,549,325,416,573,533,543,299,830,729,138,852,148,951,951,331,120,567,477
B003279,982,322,991,593,42,629,477,666,732,670,999,116,392,443,15,424,721,177,317,608,999,18,831,692,718,135,200,81,786,16
B025108,149,941,639,611,664,63,394,886,309,50,224,722,172,159,284,600,39,598,770,119,611,392,17,568,400,410,136,356,323,134
B016578,856,255,746,364,598,909,327,66,635,875,446,625,315,837,416,377,224,639,68,813,381,627,65,947,243,281,124,958,600,723
B043973,799,590,713,324,913,752,132,67,707,120,921,573,737,933,334,492,825,187,108,667,18,972,473,485,615,326,365,130,629,487
B020542,335,488,986,15,15,88,298,631,565,140,133,820,20,526,212,966,507,933,310,300,336,212,755,280,751,151,774,998,210,562
B035038,120,507,555,498,960,45,283,906,517,329,459,275,264,109,81,5,285,353,935,608,928,8,794,427,967,797,833,684,125,29
B001311,105,832,76,488,762,101,350,192,477,714,695,210,126,403,167,280,219,690,216,274,88,119,466,471,169,997,541,768,298,448
B023103,726,275,324,623,782,781,423,500,53,146,272,15,73,792,155,68,218,924,424,404,266,966,803,451,101,407,423,434,598,507
B036966,116,614,989,882,153,581,390,209,244,195,50,88,487,880,189,595,900,430,463,620,346,27,569,301,499,899,723,704,672,170
B040675,881,929,473,821,669,225,875,85,280,451,224,639,491,112,774,977,668,616,46,228,883,850,520,722,35,494,848,321,188,82
B030039,336,919,301,417,742,994,45,329,994,810,885,997,659,502,235,254,453,457,590,213,245,74,426,587,721,496,315,745,418,182
B037470,971,182,496,679,122,361,227,81,930,980,336,129,57,51,83,538,488,83,276,903,389,751,514,648,847,586,70,55,8,129
B006998,119,297,402,130,358,387,517,493,386,343,2,760,147,818,922,805,133,435,346,525,849,409,325,232,790,941,613,912,215,434
B019610,990,739,406,18,53,741,93,381,606,531,26,85,350,341,693,147,203,372,550,594,454,861,464,474,602,755,893,450,405,989
B024981,837,415,89,583,647,809,903,789,924,436,978,462,22,923,972,783,210,515,844,931,478,537,383,997,34,573,997,156,327,988
B015084,19,459,589,860,131,553,721,714,949,814,221,979,48,259,739,682,848,899,386,26,219,798,206,852,467,607,731,780,999,299
B035844,695,447,245,644,85,644,533,20,936,639,23,52,798,811,883,943,99,337,690,562,913,48,895,551,424,669,942,713,271,116
B014092,990,632,883,863,521,706,972,20,368,732,714,517,950,344,385,87,807,522,775,794,487,475,739,109,335,903,940,836,159,310
B044546,541,470,23,957,864,504,29,756,997,574,449,248,268,120,974,899,337,471,92,445,102,996,319,43,366,14,921,153,719,399
B023787,903,136,382,258,790,303,193,130,816,811,477,451,519,816,496,612,499,628,866,845,987,935,95,849,997,77,453,910,424,318
B006670,870,241,213,975,701,254,686,603,356,652,488,580,704,579,502,930,224,965,723,687,654,820,1,134,882,236,789,21,281,548
B034128,382,293,643,277,442,66,719,359,601,724,554,906,901,577,376,612,187,345,199,485,292,557,668,952,287,336,483,750,1,243
B031089,606,201,712,31,748,339,149,903,38,184,194,65,94,705,721,947,502,496,351,582,454,785,537,818,205,75,158,357,286,807
B025878,308,842,585,59,130,544,570,198,518,836,198,77,183,978,940,268,509,639,288,95,461,725,353,941,282,655,255,277,482,144
B038338,453,431,766,552,153,800,12,185,609,216,783,506,948,158,890,612,784,719,505,80,815,121,527,892,116,87,732,660,99,888
B033823,358,620,101,680,558,947,400,350,338,348,58,397,78,997,486,975,970,394,359,725,48,123,918,488,899,240,137,182,476,441
B027282,918,338,670,64,229,841,505,486,916,85,7,496,104,731,225,140,539,28,737,961,225,362,790,883,298,331,914,791,351,283
B031145,737,969,234,431,713,274,863,315,12,622,843,422,657,951,625,472,94,528,889,162,499,778,998,116,105,729,850,430,748,928
B025006,933,656,640,510,787,494,285,3,980,663,887,180,960,399,150,861,720,21,677,349,572,911,509,838,170,605,245,131,534,895
B011272,601,43,627,836,556,497,725,421,10,41,733,633,723,343,881,874,66,214,442,553,305,556,871,235,412,773,194,83,16,521
B022304,10,253,109,175,120,390,576,162,623,928,775,902,920,528,530,667,470,345,228,259,882,845,177,127,752,251,780,608,191,693
B049616,845,807,35,942,750,678,993,72,88,817,351,480,236,95,51,145,318,586,562,285,943,824,68,42,517,179,377,797,135,624
B034740,879,450,802,739,243,156,265,106,18,965,448,848,25,312,202,496,939,744,993,266,28,721,710,390,842,578,938,317,389,372
B044505,754,312,458,375,860,801,367,143,411,780,787,18,430,693,376,682,712,339,698,931,339,631,452,954,227,972,888,475,210,129
B018531,892,626,828,118,329,385,425,388,497,681,250,864,442,999,704,95,336,101,319,316,251,203,492,773,496,244,679,244,162,176
B004692,682,259,167,840,20,696,545,277,983,326,175,279,659,29,90,105,840,905,299,505,570,609,438,386,433,638,748,134,562,986
B020964,987,186,858,843,846,907,106,747,518,223,359,198,512,983,429,93,356,559,259,424,732,339,524,663,37,192,885,141,755,236
B015262,379,647,945,266,631,647,451,944,18,989,841,656,252,351,617,972,741,836,440,108,557,718,604,867,328,357,958,402,601,248
B035369,12,437,648,642,822,675,509,43,266,635,406,768,27,540,518,765,884,23,969,802,972,862,183,394,73,612,745,652,824,527
B011132,284,46,709,780,382,180,301,383,595,145,982,496,455,483,663,886,324,728,886,336,81,738,443,327,965,376,558,728,688,97
B020638,150,88,264,769,148,899,525,3,137,52,156,297,264,946,634,871,45,952,450,315,34,154,787,591,254,525,136,360,844,95
B001313,236,759,178,999,878,40,568,68,205,158,184,508,574,954,822,490,0,540,612,334,915,97,386,256,498,139,872,881,193,434
B008046,250,377,28,174,327,828,130,220,727,377,709,852,657,953,874,983,292,628,772,452,839,380,11,588,340,529,481,853,140,693
B015678,677,832,753,547,718,973,419,432,169,762,840,728,511,807,406,230,932,207,396,463,527,342,451,528,687,534,546,83,26,113
B038634,292,772,683,62,600,155,458,783,870,988,127,231,594,544,590,561,640,373,452,901,145,119,43,892,280,390,645,127,686,738
B037209,180,423,946,138,604,379,893,872,493,669,803,967,834,432,149,75,563,559,999,207,7,833,329,580,928,965,515,797,506,411
B031995,480,504,923,761,206,249,88,755,600,764,998,334,797,81,160,644,520,300,931,365,764,870,188,117,225,580,547,154,165,591
B009251,726,659,978,929,587,404,107,21,591,430,378,109,22,458,190,540,544,74,218,653,290,533,919,844,177,289,385,963,728,376
B025742,312,936,274,370,544,231,764,968,91,199,693,831,576,646,434,15,479,634,531,899,741,551,640,30,660,840,457,766,723,10
B022055,722,711,229,851,133,856,3,628,425,615,937,732,401,130,712,2,325,860,876,949,799,148,557,732,435,521,234,697,987,985
B035974,957,550,168,884,191,368,257,471,325,751,237,971,415,747,555,267,462,351,47,284,931,200,64,270,125,924,713,368,419,948
B032534,354,242,230,858,755,913,970,733,22,413,560,887,772,30,658,550,607,848,135,23,733,5,294,866,902,183,832,289,66,384
B048184,808,726,50,510,853,727,691,493,941,767,126,858,920,46,124,952,580,483,505,654,829,380,947,988,3,580,330,909,716,420
B043857,182,825,812,476,102,999,507,699,540,876,439,742,185,448,817,117,251,701,39,679,120,804,402,210,975,318,635,972,193,578
B050216,908,32,781,475,672,496,271,598,972,211,743,248,17,397,660,38,708,814,211,636,93,43,771,259,585,122,160,810,201,864
B015642,604,960,74,708,110,750,275,154,733,152,386,767,518,799,989,880,360,246,21,780,811,439,506,878,114,284,930,287,174,956
B011851,745,645,620,74,777,219,374,137,288,371,948,121,453,603,168,570,809,207,298,396,110,477,773,274,317,319,116,915,968,837
B036849,929,82,127,229,287,927,809,511,606,872,709,288,158,228,72,819,486,252,750,539,577,249,944,167,771,535,70,380,774,315
B025844,706,273,10,294,764,476,384,627,948,424,779,440,923,223,578,151,776,724,3,747,310,575,611,817,102,316,788,416,243,586
B026767,94,97,377,871,799,150,966,244,770,825,593,736,229,481,862,537,311,911,378,747,730,431,441,868,100,265,377,702,736,550
B013135,627,528,859,317,553,443,783,23,970,622,226,537,690,498,826,45,528,839,459,939,736,702,504,869,755,470,843,770,211,921
B035212,298,320,732,97,818,508,789,81,178,653,159,414,815,57,616,403,835,582,657,833,865,678,310,647,823,867,826,584,926,181
B009888,239,89,17,682,285,275,99,448,314,767,351,376,376,903,193,369,837,222,900,527,484,8,250,205,82,247,849,848,835,451
B013614,317,293,438,744,636,951,247,631,742,854,802,529,141,390,268,397,161,427,608,224,308,961,123,480,307,83,988,471,40,578
B023195,572,152,145,646,77,150,792,409,192,51,408,986,226,121,862,808,36,947,510,327,402,636,205,923,606,10,440,896,169,421
B035015,948,11,347,345,822,941,943,545,987,57,257,961,145,340,548,791,245,481,981,600,172,735,205,889,160,452,956,374,691,662
B003648,717,734,293,712,528,68,56,889,644,903,283,598,214,73,103,390,867,191,935,460,162,459,625,972,800,859,914,248,306,353
B021560,677,253,737,888,895,359,813,462,806,196,62,423,620,507,161,955,378,520,883,825,526,6,143,269,514,784,805,190,614,218
B043089,747,434,558,193,141,449,847,965,600,490,3,31,439,344,66,15,191,353,26,235,128,95,578,231,643,571,605,519,687,122
B049859,582,432,634,28,394,987,18,495,128,907,565,182,641,719,817,90,160,956,188,871,606,56,598,162,812,226,95,765,435,18
B019194,295,548,98,819,516,827,599,841,256,127,849,763,841,669,555,493,188,980,300,602,243,206,567,380,255,923,9,382,368,961
B020736,220,396,648,661,712,935,394,36,876,529,374,184,262,244,296,21,283,313,486,560,346,674,619,24,679,418,82,929,579,667
B026584,11,484,66,321,456,181,201,47,60,36,324,283,423,31,132,133,532,976,339,834,964,565,135,121,989,98,724,959,863,634
B022793,264,666,786,254,351,204,342,265,690,311,411,754,568,607,715,893,161,606,368,290,791,579,305,276,133,985,423,709,482,330
B031017,404,49,301,89,403,118,729,837,142,701,781,317,698,956,371,984,785,35,464,124,485,454,34,825,237,852,596,371,674,3
B040153,693,839,140,420,379,895,915,697,618,403,912,332,538,183,893,829,208,0,311,604,906,440,927,92,533,603,919,859,938,596
B014055,680,190,173,863,686,745,883,798,359,50,671,410,619,190,581,802,673,784,556,288,818,906,649,328,759,504,59,208,397,667
B049765,635,801,6,163,406,327,8,994,455,640,428,527,668,896,6,524,313,718,111,82,865,371,620,915,80,146,564,177,267,721
B047281,800,277,84,816,85,780,587,705,781,188,78,559,680,803,802,503,195,590,920,893,959,282,995,546,486,263,762,467,834,439
B043192,836,160,287,71,228,537,942,139,426,706,393,309,490,306,352,796,223,653,23,162,116,491,228,386,520,500,118,127,751,494
B036873,367,364,118,315,286,841,327,328,422,926,308,855,817,524,334,78,276,515,521,953,92,349,150,991,762,251,616,410,961,560
B039582,320,922,815,913,937,744,659,893,975,340,552,652,383,633,957,74,377,88,508,375,143,210,433,365,956,362,303,367,730,725
B044077,507,442,762,130,527,951,742,305,324,369,524,571,181,633,709,716,541,213,974,683,771,552,17,526,488,775,685,204,692,403
B008494,587,283,776,136,226,307,147,225,725,213,107,606,950,741,40,392,93,176,87,310,348,700,560,54,145,74,922,154,737,214
B034054,112,151,32,758,204,691,448,567,992,414,66,238,120,215,155,41,886,187,396,988,297,140,826,426,76,461,942,33,804,203
B026081,391,869,555,921,701,105,133,591,902,367,893,116,466,362,769,969,94,642,658,836,492,622,901,5,412,535,843,927,376,198
B019639,438,826,865,352,449,756,126,223,388,985,165,688,245,231,728,89,479,413,544,607,164,459,540,821,508,345,64,643,154,919
B049071,814,521,85,87,164,985,168,828,157,731,445,982,49,816,852,953,776,731,344,992,476,524,791,83,895,136,912,550,435,584
B047584,297,495,863,78,597,970,452,646,203,624,527,213,655,134,957,33,520,553,732,244,672,737,823,993,43,649,754,116,209,12
B046781,741,622,214,947,291,892,278,97,484,151,639,89,703,194,811,956,138,237,241,411,921,299,754,624,957,466,956,162,64,643
B037035,795,326,982,917,862,854,932,403,227,165,379,902,994,527,79,661,780,173,211,29,990,150,210,858,745,605,303,251,796,895
B009855,806,474,65,612,401,964,878,398,843,191,30,842,122,703,447,821,150,248,580,751,866,449,779,578,526,563,441,378,179,103
B005041,457,658,667,157,635,768,28,784,83,517,458,223,753,232,579,40,29,234,630,250,240,447,64,18,427,684,297,730,709,14
